text,word_frequency,prediction
efecto ganaderío composición diversidad arbóreo arbustivo matorral espinoso tamaulipeco pastoreo realizar superficie terrestre mientras producción forrajes tierra cultivo agrícola méxico ganadeer actividad productivo común medio rural abarcar millón hectárea decir territorio nacional matorral ecosistema abundante históricamente obtener mayor número producto zona árida semiárida país presente investigación evaluó impacto ganaderío composición diversidad diferente área matorral espinoso tamaulipeco seleccionar tres referencia regeneración ganaderío establecer cuatro sitio muestreo cada determinar variable estructural abundancio dominancia frecuencia índice valor importancia además estimar índice riquezar especie diversidad alfo beta registrar especie distribuido género familia peso ecológico representado área referencia diospyro texán regeneración acacia farnesián ganaderío prosopis laevigata estudio revelar ganadería disminuir significativamente abundancio dominancia diversidad alfo comunidad arbórea arbustiva resultante mostrar bajo similitud especie,"{'ganaderío': 4, 'diversidad': 4, 'matorral': 3, 'especie': 3, 'composición': 2, 'espinoso': 2, 'tamaulipeco': 2, 'área': 2, 'referencia': 2, 'regeneración': 2, 'abundancio': 2, 'dominancia': 2, 'índice': 2, 'alfo': 2, 'efecto': 1}",fp
posible uso sostenible bosque misión necesidad manejo diferente escala investigación intervención alto impacto recurso económico conservar superficie representativo bosque subtropical misión argentino ecosistema amenazado nivel mundial necesario encontrar solución económicamente viable superficie hoy acuerdo ley sólo poder destinar manejo sostenible bosque nativo así disminuir deforestación área pasibl ser reemplazar deforestación ocurrir mediados siglo pasado ser fomentar política público incentivo actividad producción intensivo plantación forestal cultivo bosque remanent degradado explotación principal especie nativo comercial ciclo cortar menor año productividad maderero bajo necesario sostener económicamente actividad alguno caso productividad poder recuperar manejo post extracción corte bambúes liana mientras situación mayor degradación necesitar acción manejo intensivo escarificación suelo plantación renoval especie alto valor comercial rápido crecimiento permitir turno corto año incremento menos año asimismo necesitar político control comercio ilegal madera nativo disminuir precio reducir rentabilidad productor responsable parte obtención madera deber complementar reducción impositiva ejemplo través compensación provisión servicio ecosistémico mediante tipo uso aprovechamiento recurso maderero caso pequeño mediano productor gobierno ong deber estimular conservación bosque uso recurso servicio ambiental incentivar activamente diversificación producción brindar herramienta permitir productor independizar cultivo intensivo tabaco necesario mayor financiamiento directo productor manejo así organismo dedicado generar conocimiento permitir avance concreto manejo sostenible bosque,"{'bosque': 6, 'manejo': 6, 'productor': 4, 'uso': 3, 'sostenible': 3, 'recurso': 3, 'necesario': 3, 'nativo': 3, 'intensivo': 3, 'año': 3, 'permitir': 3, 'misión': 2, 'alto': 2, 'superficie': 2, 'económicamente': 2}",fp
fauna chaqueño córdoba argentino afectado transformación agrícola chaco cordobés agricultura intensivo simplificado hábitat empobrecido biodiversidad departamento totoral centro provincial consistir matriz agrícola escaso relicto bosque incidenciar transformación agrícola hábitat atributo comunidad vertebrado estudiar remanent vegetación nativo distinto condición forma hábitat cuadrangular alongado estructura hábitat aún influencia climático ser completo primero comprobar ausencia estrato superior arbustización aumento suelo desnudo anotar total especie período húmedo haber mayor número especie abundancio individuo alteración hábitat favorecer especie distribución amplio agrosistema empobrecimiento faunístico general avifaún mostrar reemplazo estacional especie así herpeto mastofauna comunidad permanente estructura gremial presentar mayoría insectívoro diversidad herpetofaún ser mayor época húmedo micromamífero mostrar diferencia estacional avifaún ser varios órden mayor ambos estación distribución herpetofaún mastofaún hábitat relacionar principalmente buen cobertura gramíneo herbácea ave estrato alto bosque variable hábitat perturbada presión humano incidir valor importancia especie fluctuación estacional movimiento espacial favorecer cierto grupo relicto vegetación nativo revestir importancia preservación restauración fauna regional,"{'hábitat': 7, 'especie': 5, 'agrícola': 3, 'ser': 3, 'mayor': 3, 'estacional': 3, 'fauna': 2, 'transformación': 2, 'relicto': 2, 'bosque': 2, 'comunidad': 2, 'vegetación': 2, 'nativo': 2, 'estructura': 2, 'estrato': 2}",fp
reserva privado ser efectivo conservar propiedad ecosistema fin evaluar contribución conservación reserva privado comparar funcionamiento ecosistémico modalidad conservación reserva parque nacional parque establecimiento agropecuario manejo tradicional tradicional contiguos análisis basar tres descriptor dinámica estacional ganancia carbono ecosistema derivado dato espectral provisto sensor modis integral índice vegetación normalizado ivn índice espectral relacionado ganancia total carbono rango relativo rrel mes ocurrencia valor máximo ivn mmax descriptor caracterizar estacionalidad fenologío vegetación trabajar tres región biogeográfica contrastantes argentino selva paranaense pampa mesopotámico pampa interior selva paranaense reserva mostrar valor ivn menor parque mayor tradicional estacionalidad ganancia carbono rrel ser menor parque dos manejo pampo mesopotámico vegetación monte ribereño ser productivo mayor ivn parque bajo manejo tradicional reserva presentar comportamiento intermedio vegetación pastizal presentar mayor ganancia carbono reservar comparación tradicional parque vegetación emblemático área palmar diferir tipo manejo estacionalidad sólo ser menor parque monte ribereño pampa interior diferencia reserva tradicional ivn rrel ser significativo ninguno tipo vegetación manejo mmax diferir tipo manejo ninguno tres región resultado trabajo demostrar mayor parte atributo ecosistémico considerado reserva presentar valor próximo situación referencia parque alternativo manejo tradicional conservación privado ser eficiente conservación proceso servicio ecosistémico ligado dinámica ganancia carbono,"{'parque': 8, 'reserva': 7, 'manejo': 7, 'tradicional': 7, 'ser': 6, 'vegetación': 6, 'ganancia': 5, 'carbono': 5, 'ivn': 5, 'conservación': 4, 'mayor': 4, 'privado': 3, 'ecosistémico': 3, 'tres': 3, 'rrel': 3}",fp
composición abundancio artrópodo epígeo parque nacional llanos challir impacto eno efecto hábitat pedológico mediante uso trampar intercepción estudiar efecto precipitación tipo hábitat denso actividad ensamble artrópodo epígeo particular tenebrionidae parque nacional llanos challir parque ubicado desierto costero transicional chile iii región atacama muestreo realizar tres día mes septiembre octubre diciembre período máximo actividad biológico sistema año año eno seco año eno intenso año eno húmedo comparación utilizar dos sitio pedológicamente contrastant hábitat dunario costero hábitat pedregoso interior registrar presencia órden arthropoda hexápodo constituir total especímén capturado individuo ser collembola coleoptera órden mayor representatividad numérico número órden representante activo variar ligeramente año órden registrar precipitación bajo promedio promedio promedio efecto evento eno reflejar claramente contribución numérico mayoría taxa registrado aunque sutilmente efecto reflejar composición ensamble taxa dominante hábitat pedológico particularmente tenebrionidae formicidae especialmente duna costero tenebrionidae dominar claramente ensamble artrópodo epígeo ser gyriosomus guérin méneville género diverso abundante dominancia gyriosomus plantear conjunto interrogant respecto nivel endemismo diversidad distribución especie papel funcional ecosistema estudiado,"{'eno': 5, 'hábitat': 5, 'año': 5, 'efecto': 4, 'órden': 4, 'artrópodo': 3, 'epígeo': 3, 'parque': 3, 'ensamble': 3, 'tenebrionidae': 3, 'costero': 3, 'promedio': 3, 'composición': 2, 'nacional': 2, 'llanos': 2}",fp
influencia invasión ligustrum lucidum oleaceae comunidad liana sierra san javier tucumán argentino sierra san javier tucumán argentino presentar bosque secundario nativo invadido último dominado ligustrum lucidum afectar biodiversidad nativo analizar influencia bosque dominado lucidum comunidad liana comparación bosque secundario nativo dominancia especie exótico bosque ser comparar abundancia composición modalidad trepado distribución clase tamaño tallo liana establecer total cuadrant sector pedemontano yungas sierra san javier medir identificar relevar tallo liana ≥ árbol ≥ diámetro altura pecho bosque nativo presentar cuatro vez mayor abundancia mayor riqueza tallo liana comparación bosque invadido individuo lucidum hospedar tallo liana bajo abundancia bosque dominado especie exótico hospedador liana ser principalmente árbol nativo además constituir soporte adecuado liana manifestar influencia indirecto través exclusión especie árbol nativo hospedir,"{'liana': 8, 'bosque': 7, 'nativo': 6, 'lucidum': 4, 'tallo': 4, 'influencia': 3, 'sierra': 3, 'san': 3, 'javier': 3, 'dominado': 3, 'especie': 3, 'abundancia': 3, 'árbol': 3, 'ligustrum': 2, 'comunidad': 2}",fp
efecto fuego matriz suelo consecuencia propiedad físico mineralógica incendio constituir disturbio diverso origen variado implicancia además efecto vegetación poder afectar componente propiedad suelo modificación suelo vez soler incrementar proceso erosión transporte sedimento consecuencia anterior inundación mayor parte estudio impacto edáfico fuego haber tener objeto efecto materia orgánico propiedad químico menor medida efecto propiedad físico mineralógica propósito trabajo ser revisar arte literatura último efecto haber ser menos explorado encontrado profundidad suelo afectado así magnitud cambio depender intensidad fuego umbral temperaturar componente orgánico mineral característico físico suelo afectado fuego estructura organización agregado asimismo suelo quemado verificar incremento hidrofobicidad ambos efecto modificar vez propiedad hídrico suelo disminuir infiltración incrementar riesgo erosión calentamiento largo duración temperatura elevado poder generar microagregación partícula mineral dar resultado generación pseudo textura grueso horizonte superficial condición ser afectar mineral arcilla haber verificar disminución contenido caolinito transformación mineral expandibl bien estudio ser escaso haber constatar modificación oxi hidróxido hierro incluir modificación propiedad magnético capa superficial suelo efecto compuesto hierro poder generar modificación color suelo poder ser indicativo intensidad fuego trabajo reciente mostrar fracturación gran fracción arena consecuencia repetición incendio alto temperatura revisión poner manifiesto necesidad investigación respecto efecto fuego componente inorgánico suelo presente menos contar síntesis realizado mostrar resultado menudo contradictorio distinto trabajo obedecer diferente propiedad constitutiva suelo distinto tipo incendio múltiple posibilidad combinación,"{'suelo': 11, 'efecto': 8, 'propiedad': 7, 'fuego': 6, 'ser': 5, 'poder': 4, 'modificación': 4, 'haber': 4, 'mineral': 4, 'consecuencia': 3, 'físico': 3, 'incendio': 3, 'componente': 3, 'trabajo': 3, 'mineralógica': 2}",fp
aporte conservación sternulo lorata gaviotín peruano reserva nacional paracas rnp ica perú sternula lorato gravemente amenazado población mundial estimar individuo investigación realizar península paraca registrar máximo individuo además nido temporada reproductivo ambos valor superar reportado localidad resaltar importancia península conservación ave amenaza natural población representar depredador potencial pseudalopex zorro falco peregrinus halcón peregrino buteo polyosoma aguilucho común cathartes auro gallinazo cabeza rojo lado amenaza antrópica incluir propuesto desarrollo actividad compatible conservación lugar tránsito vehicular base hallazgo recomendar desarrollo estrategia participativo lograr conservación especie amenazado interior penínsular paracas así sumar esfuerzo conservación largo ámbito distribución,"{'conservación': 5, 'paracas': 2, 'amenazado': 2, 'población': 2, 'individuo': 2, 'península': 2, 'amenaza': 2, 'desarrollo': 2, 'aporte': 1, 'sternulo': 1, 'lorata': 1, 'gaviotín': 1, 'peruano': 1, 'reserva': 1, 'nacional': 1}",fp
objeto nodriza refugio fuente nutrient reflexión establecimiento restauración cactácea zona árida vertiente occidental andes analizar dos reciente paradigma referente reclutamiento establecimiento cactácea primero ligado efecto facilitador proporcionar objeto nodrizar roca comparación brindar planta nodriza poder ser particularmente relevante contexto deposición agua nieblos formación rocío ser fenómeno alto ocurrencia segundo paradigma tener ver biología trófico cactácea rupícola trabajo reciente haber descubrir aislado bacteria vivir dentro endofítica ser rizoplano raíz cactus ser responsable meteorización roca posterior liberación nutrient estudio ganancia agua oculto promovido roca así aislamiento inoculación cepa bacteria plántula cactus prometer ser línea investigación sumar importancia plan restauración recuperación cactácea endémico zona árida vertiente occidental andes,"{'ser': 5, 'cactácea': 4, 'roca': 3, 'objeto': 2, 'nodriza': 2, 'nutrient': 2, 'establecimiento': 2, 'restauración': 2, 'zona': 2, 'árida': 2, 'vertiente': 2, 'occidental': 2, 'andes': 2, 'reciente': 2, 'paradigma': 2}",fp
eficiencia trampa caída suficiencia taxonómico comunidad araña araneae epigea tres ecorregión noroeste argentino incremento degradación hábitat natural fortalecido necesidad conocer evaluar patrón biodiversidad ser inventario biológico suficiencia taxonómico herramienta permitir describir monitorear diversidad corto período tiempo estudio araneofaún norte argentino escaso particular ecorregión considerar prioritario conservar ambiente araña ser utilizar taxón indicador comparar patrón biodiversidad estudio familia gremio poder potencialmente servir sustituto ecológico especie dar indicación uso hábitat estrategia forrajeo estudio analizar diversidad alfo beta comunidad araña epigea diferente ecorregión provincio salta chaco serrano monte sierra bolsón pún utilizar trampa caída muestreo cuatro estación año testear nivel taxonómico familia caso araña poder actuar potencial sustituto nivel especie evaluación rápido biodiversidad cada ecorregión seleccionar tres sitio ampliamente separado ser muestrear otoño invierno primavera verano cada sitio colocar trampa caída separado largo transecta lineal actividad día estación recolectar araña especie morfoespeci correspondiente familia ecorregión chaco reportar mayor riqueza especie abundancio comparado monte puna completitud inventario obtenido cada ecorregión ser completo superar diversidad alfo beta evidenciar comunidad ecorregional araña ser diferente estación frío otoño invierno demostrar ser clave hora evaluar diversidad araña ecorregión aportar diversidad regional conjuntamente diversidad estación cálido primavera verano además nivel taxonómico familia evidenciar reflejar igual manera nivel especie cambio diversidad alfo beta uso trampa caída estación año reconocimiento familia araña fauna epigea ser gran utilidad realizar futuro evaluación rápido biodiversidad área estudio permitir así incorporar grupo taxonómico estudio monitoreo biodiversidad llevar cabo ecorregión,"{'araña': 8, 'ecorregión': 8, 'ser': 7, 'diversidad': 7, 'taxonómico': 5, 'biodiversidad': 5, 'estudio': 5, 'familia': 5, 'especie': 5, 'estación': 5, 'trampa': 4, 'caída': 4, 'nivel': 4, 'comunidad': 3, 'epigea': 3}",fp
respuesta dietario tres rapaz frente presa introducido patagonio depredador marcado respuesta funcional poder poseer capacidad estabilizar población presa destacable caso preso introducido soler causar impacto negativo ecosistema nativo actividad agropecuario situación actual patagonio crítico respecto introducción especie estudio previo indicar depredador nativo exhibir cambio general dieta debido introducción preso exótico reemplazar presa original determinar hábito alimenticio águila geranoaetus melanoluecu búho magallánico bubo magellanicus aguilucho común buteo polyosoma tres principal ave depredadora liebre europea lepus europaeus introducido noroeste patagonio analizar egagrópila águilo búho aguilucho respectivamente evaluar respuesta funcional densidad liebre europeo comparar dieta sitio diferente principal presa aguilucho búho ser roedor sigmodontino segundo lugar tuco tuco ctenomys spp águilo consumir principalmente liebre segundo lugar tuco tucos presentar respuesta funcional significativo presa introducido dieta rapaz ser diferente sitio alto bajo densidad liebr dos rapaz encontrar respuesta funcional significativo liebre europea dieta aguilucho variar función sitio geográfico concluir águila moro aguilucho alimentar manera generalista ser búho único tres rapaz tendencia especialista pequeño roedor parte variación dieta águila función densidad liebre europeo brindar potencial contribuir regulación población mismo,"{'respuesta': 5, 'presa': 5, 'dieta': 5, 'aguilucho': 5, 'liebre': 5, 'rapaz': 4, 'introducido': 4, 'funcional': 4, 'búho': 4, 'tres': 3, 'patagonio': 3, 'águila': 3, 'densidad': 3, 'sitio': 3, 'ser': 3}",fp
distribución abundancio caiman crocodilu refugio nacional vida silvestre caño negro costa rico determinar abundancia población caiman crocodilus fuscu febrero marzo seis transecto río frío dentro refugio nacional vida silvestre caño negro zona noreste costa rico mediante censo nocturno utilizar método fracción visible marzo presentar mayor densidad abundancio caimán fracción visible caimán fluctuar estación lluviós estación seco transecto mayor abundancia caimán ser terrón boca sabogal boca sabogal playuela encontrar diferencia estadísticamente significativo abundancia caimán transecto excepción sector entrada caño san sebastián cuba cuba entrado caño pato entrado caño pato terrón boca sabogal playuela estimar población caimán río frío dentro refugio nacional vida silvestre caño negro rnvscn número caimán observado estación mostrar diferencia estadísticamente significativo número caimán lineal ribera ser individuo hábitat ámbito ind corresponder densidad alto reportado especie resultado estudio indicar fluctuación densidad poblacional caimán río frío dentro rnvscn poder ser atribuir movimiento local,"{'caimán': 8, 'caño': 6, 'refugio': 3, 'nacional': 3, 'vida': 3, 'silvestre': 3, 'negro': 3, 'abundancia': 3, 'transecto': 3, 'río': 3, 'frío': 3, 'dentro': 3, 'densidad': 3, 'estación': 3, 'ser': 3}",fp
diversidad comunidad escamado reserva natural ibeer corriente argentino reserva natural iberá albergar humedal importante sudamérico actualmente enfrentar distinto problema conservación debido actividad humano presente trabajo compara riqueza abundancio complementariedad diversidad beta escamado comunidad vegetal representativo localidad paraje galarza colonia pellegrini margen oriental reserva natural ibeer corriente argentino entrar mediante método muestreo cuadrant registrar especie escamado representar especie conocido reserva provincia corriente respectivamente riqueza específico diversidad ser mayor colonia pellegrini especie efectivo paraje galarza especie efectivo complementariedad especie localidad ser pastizal destacar alto riqueza diversidad número especie exclusivo estero bañado así bosque ser presentar valor alto complementariedad reflejar particularidad especie componer resultado demostrar importancia revestir distinto ambiente nativo fauna escamado aportar información manejo conservación reserva natural ibeer,"{'especie': 7, 'reserva': 5, 'diversidad': 4, 'escamado': 4, 'natural': 4, 'ibeer': 3, 'corriente': 3, 'riqueza': 3, 'complementariedad': 3, 'ser': 3, 'comunidad': 2, 'argentino': 2, 'distinto': 2, 'conservación': 2, 'localidad': 2}",fp
efecto combinado fuego ganado matorral bosqu noroeste patagónico noroeste patagónico dos disturbio mayor influencia paisaje comunidad ser fuego herbivoría ungulado introducido existir largo historia regional fuego reiteración incendio seguido intenso pastoreo constituir nuevo tipo régimen disturbio paisaje objetivo ser analizar distinto condición micro ambiental parámetro vegetación sitio afectado combinación ambos disturbio dentro parque nacional nahuel huapi estudiar sitio bajo influencia fuego ganado vacuno sitio quemado año recientemente quemado año ganado herbivoría intenso encontrar efecto contundente tiempo transcurrido último incendio menor medida ganado ambos disturbio combinado sólo mostrar efecto sinérgico humedad hora mayor temperatura disponibilidad luz aumentar condición adverso sitio recientemente quemado ganado cobertura total especie leñosa semi leñosa disminuir sitio afectado ambos disturbio maytenus chubutensis rosa rubiginós caracterizar sitio quemado especie representativo sitio ganado ser berberis darwinii ribes magellanicum respectivamente través diferente mecanismo fuego ganado modificar característica comunidad alguno caso cambio poder ser mediar efecto conjunto sinérgico ambos disturbio producir condición ambiental xérica acelerar degradación tierra conocimiento especie indicadora caracterización micro sitio crecer brindar información básico desarrollo pauta restauración conservación manejo sustentable bosque matorral patagónico,"{'sitio': 8, 'ganado': 7, 'disturbio': 6, 'fuego': 5, 'efecto': 4, 'ser': 4, 'ambos': 4, 'quemado': 4, 'patagónico': 3, 'condición': 3, 'especie': 3, 'combinado': 2, 'matorral': 2, 'noroeste': 2, 'mayor': 2}",fp
anidación águila real sureste zacatecas méxico estudios tasa reproductivo éxito anidación productividad reproductivo ser útil evaluar estatus población ave rapaz dar conocer estatu ocupación número nido éxito productividad anidamiento tres área anidación águila real sureste zacateca reportar relación edad integrante pareja distancia nido activo principal modificación antropogénica paisaje seguir actividad reproductivo cuatro periodo tres área anidación observar presencia tres pareja cada área integrado individuo adulto adulto inmaduro localizar ocho nido activo cinco exitoso promedio éxito anidación ser productividad anidación global ser volantón nido incluido nido exitoso fallido promedio distancia mínimo nido modificación cercano ser productividad anidación sureste zacateca bajo región centro norte méxico posiblemente debido edad integrante cercanía nido activo actividad antropogénica ninguno nido encontrar área natural protegido existir estrategia conservación actualmente considerar necesario establecer área natural protegido región,"{'nido': 8, 'anidación': 7, 'área': 5, 'productividad': 4, 'ser': 4, 'sureste': 3, 'reproductivo': 3, 'éxito': 3, 'tres': 3, 'activo': 3, 'águila': 2, 'real': 2, 'méxico': 2, 'zacateca': 2, 'edad': 2}",fp
elaboración ensilado biológico partir residuo crudo trucha arco iris oncorhynchus mykiss puno perú objetivo trabajo ser elaborar ensilado biológico utilizar residuo crudo trucha oncorhynchus mykiss condición ambiental puno perú utilizar koji cultivo aspergillus oryzae primero condición incubación óptimo oryzae determinar utilizar dos fuente carbohidrato zona papa cebado utilizar arroz temperatura tiempo sugerido diseño estadístico método superficie respuesta variable respuesta ser conteo moho unidad formadora colonia gramo ufc luego plantear tratamiento inóculo koji temperatura tiempo óptimo melaza residuo triturado crudo trucha realizar medición acidez histamín olor cada tratamiento ensilado resultado ser temperatura tiempo óptimo incubación oryzae hora cebado hora papo horas arroz mejor tratamiento ensilado ser tener proporción residuo crudo trucha melazam koji arroz puntaje olor menor valor histamín día almacenamiento temperatura ambiente trabajo brindar alternativa uso residuo industria truchícola elaboración ensilado biológico insumo alimento cerdo oveja contribuir disminuir contaminación ambiental orgánico puno perú,"{'ensilado': 5, 'residuo': 5, 'crudo': 4, 'trucha': 4, 'ser': 4, 'utilizar': 4, 'temperatura': 4, 'biológico': 3, 'puno': 3, 'perú': 3, 'koji': 3, 'oryzae': 3, 'óptimo': 3, 'arroz': 3, 'tiempo': 3}",fp
regeneración natural pinus elliottii claro silvícola dinámica poblacional siete año evaluó dinámico regeneración natural pinus elliottii engelm claro silvícola generado mediante cosecha faja probar efecto dos orientación tres tamaño aperturar razón ancho fajar altura árbol población ser evaluar partir segundo año aperturar dosel siete año cuantificar densidad reclutamiento mortalidad crecimiento diámetro altura caracterizar ambiente lumínico dentro claro utilizar fotografía hemisférico dosel cuantificar radiación relativo directo indirecto total general densidad ser suficiente inciar ciclo productivo brinzal única condición limitante encontrar claro orientación radiación inferior densidad ser planta claro presentar buen establecimiento independientemente orientación presentar ingreso radiación relativo superior reclutamiento concentrar invierno primavera mientras mortalidad ser frecuente primavera verano condición favorable crecimiento presentar claro orientación registrar nueve año después aperturar claro análisis planta grande cada población permitir establecer claramente diferencia tratamiento aperturar,"{'claro': 7, 'año': 4, 'orientación': 4, 'aperturar': 4, 'ser': 4, 'densidad': 3, 'radiación': 3, 'presentar': 3, 'regeneración': 2, 'natural': 2, 'pinus': 2, 'elliottii': 2, 'silvícola': 2, 'siete': 2, 'altura': 2}",fp
preservación abundancio escama pez sedimento margen continental chile objetivo evaluar relación preservación escama pez variación condición redox sedimento margen continental chile trabajo presentar recuento escama pez concentración normalizada elemento redox sensible ocho testigo sedimento recolectado zona minimo oxígeno frente chile iquique bahía mejillón concepción norte chile iquique mejillón predominar escama anchoveta engrauli ringen pez familia myctophidae medio escama respectivamente mientras chile centro sur concepción ser abundante escama jurel trachuru murphy medio escama abundancio escama merluza común merluccius gayi gayi sardina sardinops sagax aproximadamente orden magnitud bajo anchoveta jurel general valor alto rango amplio variación razón encontrar mejillón seguido iquique mientras concepción revelar valor bajo variable razón utilizado indicador paleo oxigenación permitir inferir condición reductora relativamente intenso sedimento bahío mejillón iquique concepción tres localidad muestreo evidenciar asociación estadísticamente significativo abundancia escama anchoveto logaritmo razón apuntar dependencia variable especial razón pequeño cambio condición redox poder afectar considerablemente preservación escama sedimento mientras dependencia tender minimizar razón,"{'escama': 10, 'sedimento': 5, 'chile': 5, 'razón': 5, 'pez': 4, 'iquique': 4, 'mejillón': 4, 'concepción': 4, 'preservación': 3, 'condición': 3, 'redox': 3, 'mientras': 3, 'abundancio': 2, 'margen': 2, 'continental': 2}",fp
regeneración árbol ecosistema natural plantación pinus patulo pinaceae dentro gradiente altitudinal andino azuay ecuador bosque páramo andino poseer alto riqueza especie amenazado constantemente deforestación regeneración natural arbóreo ecosistema condicionar estructura funcionalidad futuro ser escasamente evaluado andes sur ecuador existir plantación forestal pinus patula pino abandonado poder ser escenario promover regeneración natural gradiente altitudinal andino evaluar florísticamente parámetro regeneración arbóreo dos escenario estudio ecosistema natural páramo herbáceo bosqu natural plantación pino diversidad regeneración ser describir mediante riqueza especie índice shannon composición florístico abundancio través número individuo parámetro ser comparar ambos escenario determinar variable ambiental predictora cobertura dosel edáfica estructura arbóreo distancia horizontal fisiográfica explicar mayor magnitud variación parámetro regeneración realizar análisis partición variación riqueza diversidad especie ser mayor ecosistema natural composición florístico ser diferente abundancia ser similar ecosistema natural área basal densidad arbóreo explicar mayormente variación riqueza diversidad abundancio así plantación pino distancia horizontal hacia bosque nativo ser predictora mayormente explicar mayor diversidad regeneración ecosistema natural bosque asociado existencia biotipo arbóreo arbustivo disponibilidad semilla adicionar eficiencia proceso dispersión nivel micro hábitat aspecto ser limitant plantación pino dispersión disponibilidad semilla depender cercanía ecosistema natural,"{'natural': 9, 'ser': 9, 'regeneración': 7, 'ecosistema': 7, 'plantación': 5, 'arbóreo': 5, 'riqueza': 4, 'pino': 4, 'diversidad': 4, 'andino': 3, 'bosque': 3, 'especie': 3, 'escenario': 3, 'parámetro': 3, 'explicar': 3}",fp
etnobotánico comunidad campesino santa catalina chongoyape bosque seco área conservación privado chaparrí lambayeque resultar particularmente escaso estudio etnobotánico bosque seco noroeste peruano referido comunidad campesino mestizo sujeto mayor influencia modificadoro mercado asimismo ser ejemplo comunidad campesino lograr proteger terreno establecerlos unidad conservación reconocido sentido punto partido formulación proyecto desarrollo dentro área conservación privado chaparrí llevar cabo estudio enero setiembre participación poblador comunidad santa catalina chongoyape identificar recurso vegetal utilizar localmente registrar taxa planta útil género familia botánica además género nuevo planta alimento pava aliblanca penelope albipennis lado describir vocablo expresión local referido planta además recopilar información histórico arqueológico evidenciar alguno planta seguir utilizar época precolombina bosque seco noroeste peruano,"{'comunidad': 4, 'planta': 4, 'campesino': 3, 'bosque': 3, 'seco': 3, 'conservación': 3, 'etnobotánico': 2, 'santa': 2, 'catalina': 2, 'chongoyape': 2, 'área': 2, 'privado': 2, 'chaparrí': 2, 'estudio': 2, 'noroeste': 2}",fp
efecto gradient pastoreo ovino vegetación suelo península valdés patagonio argentino introducción ganado doméstico provocar modificación vegetación suelo patagonio extra andino cambio alterar proceso ecosistémico aumentar desertificación causar pérdida biodiversidad frecuente encontrar gradient decreciente actividad animal partir aguada piósfera resultar adecuado determinar impacto pastoreo ecosistema objetivo estudio ser evaluar efecto intensidad pastoreo ovino partir gradient piósfero estructura vegetación suelo estepa arbustiva representativo península valdés argentino mediante modelo lineal generalizado mixto glmm técnica multivariada estudiar variación cobertura vegetal complejidad vertical vegetación número área parche vegetado microtopografía suelo compactación relación gradiente pastoreo intensidad pastoreo disminuir distancia aguado explicar variabilidad ambiental demostrar existencia efecto piósfero cobertura herbácea mantillo complejidad vertical vegetación microtopografía aumentar disminuir presión pastoreo sitio alejado aguada mientras porcentaje suelo desnudo grava cobertura anual compactación suelo presentar patrón opuesto estudio evidenciar primero vez existencia piósfera ovino penínsulo valdés indicar intensidad pastoreo región asociar alteración ambiental compatible proceso importante degradación ecosistémico dado importancia revistar penínsulo contexto conservación biológico región requerir estudio tipo implementación efectivo medida manejo integrar ganaderío conservación recurso natural,"{'pastoreo': 7, 'suelo': 6, 'vegetación': 5, 'efecto': 3, 'gradient': 3, 'ovino': 3, 'valdés': 3, 'estudio': 3, 'intensidad': 3, 'cobertura': 3, 'península': 2, 'patagonio': 2, 'argentino': 2, 'proceso': 2, 'ecosistémico': 2}",fp
patrón actividad mamífero medio gran porte pedemonte yungas noroeste argentino yunga argentino selva pedemontana representar piso altitudinal amenazado cercanía centro poblado ruta comunicación potenciado degradación transformación mamífero inevitablemente haber perder hábitat contexto establecimiento líneas base diversidad conocimiento detallado biología historia natural constituir paso importante implementación política conservación estudio utilizar cámara trampa caracterizar patrón actividad mamífero mediano gran porte tres localidad largo gradiente latitudinal pedemonte yungas argentino obtener fotografía correspondiente especie mamífero solo poder ser adecuadamente caracterizar registro fotográfico general predominar patrón actividad nocturno seis especie incluir didelphis albiventris procyon cancrivoru euphractus sexcinctu tamandua tetradactyla tapirus terrestris sylvilagus brasiliensis dos pico actividad observado estación húmedo seco alguno caso comportamiento lunarfóbico tetradactyla albiventris terrestris solo tres especie ser actividad diurno nasua nasua dasyproctar punctato eiro barbar actividad diurno crepuscular puma yagouaroundi ocho especie clasificado actividad catemeral cerdocyon thous leopardus geoffroyi pardalis wiedii lycalopex gymnocercus mazama gouazoubira pecari tajacu puma concolor tres significativamente ser activo hora noche patrón comparar discutar contexto conocido especie área,"{'actividad': 7, 'especie': 5, 'patrón': 4, 'mamífero': 4, 'argentino': 3, 'tres': 3, 'ser': 3, 'gran': 2, 'porte': 2, 'pedemonte': 2, 'yungas': 2, 'contexto': 2, 'caracterizar': 2, 'solo': 2, 'albiventris': 2}",fp
