Title,Publication_type,Journal,Abstract,PMID
El rol de Turdus falcklandii (Aves: Passeriforme) como dispersor de plantas invasoras en el archipielago de Juan Fernandez,Scientific article,Revista Chilena de Historia Natural,"La Reserva Mundial de la Biosfera, Archipielago de Juan Fernandez (33º S) presenta la fl ora insular con mayor endemismo m-2 en el mundo. Tres especies de arbustos introducidos invaden y desplazan la vegetacion nativa de Juan Fernandez, especialmente en la isla Robinson Crusoe. Estas especies, Aristotelia chilensis (maqui, introducido en 1894), Rubus ulmifolius (mora, introducido en 1927) y Ugni molinae (murta, introducido a principios del siglo XX), presentan frutos carnosos que son dispersados principalmente por Turdus falcklandii (zorzal). En este trabajo se plantean y responden cinco preguntas clave, sobre: la capacidad actual de expansion de las plantas invasoras; el efecto del zorzal sobre la dispersion y germinacion de estas plantas; y el posible efecto de controlar zorzal tanto sobre la expansion de las plantas invasoras como las nativas. Se concluye que la interaccion entre el zorzal y los arbustos invasores ha sido clave para explicar su progresiva expansion, ademas de los rasgos de historia de vida de las plantas invasoras. Se plantea que el control o erradicacion de esta ave podria ser una herramienta adecuada para desacelerar el avance de las plantas invasoras. Se recomienda hacer estudios detallados que permitan tomar decisiones sobre la efectividad de controlar en determinada cantidad y tiempo, o erradicar la poblacion de zorzal de la isla Robinson Crusoe como medida de manejo. Ademas, se recomienda realizar estudios que permitan planifi car el control de las fitoplagas en diferentes etapas del ciclo de vida de estas. De no tomarse prontas y efectivas medidas de control de la expansion de maqui, mora y murta se preve una perdida considerable de la biodiversidad terrestre de Robinson Crusoe en un mediano plazo.",Positive
"Efectos Del Fuego Sobre La Avifauna Del Cerro Cayumanque, Region Del Bio-Bio, Chile",Scientific article,Boletin Chileno de Ornitologia,"Los incendios forestales afectan generalmente de forma indirecta a las comunidades de aves, principalmente por las modificaciones en el habitat que se producen. En enero del 2012 un gran incendio afecto parte del Cerro Cayumanque, considerado un sitio prioritario para la conservacion de la biodiversidad en Chile. Con el objetivo de evaluar si el incendio produjo cambios en los ensambles de aves presentes en este, se comparo la avifauna pre (7 años antes) y post-incendio, nueve meses despues de ocurrido el incendio Pichiqueime. Se realizo un muestreo mediante el metodo de conteo por puntos fijos en un gradiente altitudinal en zonas alteradas, medianamente alteradas y no alteradas por el incendio, comparando la avifauna presente en los mismos puntos pre y post-incendio. La riqueza especifica aumento posterior al incendio, para las tres zonas evaluadas, no obstante, esta diferencia no fue significativa (p>0,05). Las abundancias medias de aves en la zona alterada, pre y post incendio, aumentaron significativamente post-incendio (p=0,003), sin embargo, en las zonas sin alteracion y medianamente alterada, la abundancia fue similar a la observada en las mismas zonas previo al incendio (p>0,05). La diversidad de especies fue menor previo al incendio para las tres zonas analizadas (Alterada H’=0,91; Medianamente alterada H’=0,75; Sin alteracion H’=0,73) que post-incendio (Alterada H’=1,12; Medianamente alterada H’= 1,05; Sin alteracion H’=0,84), pero esta diferencia no fue significativa (p>0,05). El incendio que afecto al Cerro Cayumanque solo produjo un aumento significativo en la abundancia de aves en el area que presento mayor daño post-incendio, esto debido a que el area afectada fue principalmente sectores de cultivo y plantaciones agricolas, donde las aves granivoras y generalistas colonizaron rapidamente.",Positive
"Effects of cattle exclusion on the vegetation at a Pink-footed Shearwater (Ardenna creatopus) colony on Robinson Crusoe Island, Chile",Scientific article,Boletin Chileno de Ornitologia,"Con la meta de contribuir a la conservacion del habitat reproductivo de la fardela blanca (Ardenna creatopus), durante el año 2011 establecimos un cerco de exclusion de ganado vacuno alrededor de una colonia reproductiva en la Isla Robinson Crusoe, Archipielago de Juan Fernandez, Chile. El sistema de exclusion consistio de un cerco metalico de 1,6 m de altura alrededor de un poligono de 21.000 m2. Despues de tres años, evaluamos las caracteristicas de la vegetacion al interior y exterior del area excluida mediante parcelas de 20 x 20 m. Entre 2012-2016 tambien monitoreamos 100 madrigueras al interior del area de exclusion para evaluar su condicion estructural. El area excluida presento mayor cobertura vegetal total y mayor altura de plantas en comparacion con el area no excluida. El area no excluida tuvo una cobertura mucho mayor de suelo desnudo y de la planta invasora Acaena argentea. La frecuencia de ocurrencia de tierra desnuda y trun tambien fue mucho mayor en el area no excluida. En el area excluida hubo un aumento significativo de la cobertura de pastos anuales, plantas herbaceas y restos vegetales, y una frecuencia de ocurrencia significativamente mayor de liquenes en comparacion con el area no excluida. No encontramos evidencia de regeneracion de la flora nativa dentro del area excluida, y la exclusion no tuvo un efecto evidente sobre el helecho nativo Blechnum hastatum. Despues de la exclusion, ninguna de las madrigueras monitoreadas mostro evidencia de mas daño. El uso de cercos de exclusion podria ser una estrategia complementaria para contribuir a la restauracion del habitat reproductivo de aves marinas.",Positive
Evaluación de la efectividad de las áreas protegidas para contener procesos de cambio en el uso del suelo y la vegetación. ¿Un índice es suficiente?,Scientific article,Revista Mexicana de Biodiversidad,"Se examina la efectividad de 44 áreas protegidas federales (AP) en México para evitar procesos de cambio en el uso del suelo y la vegetación (CUSV) y se comparan los métodos y resultados con los de algunos estudios previos. Se cuantificó el porcentaje de superficie transformada (ST) en 2002 y su tasa de cambio entre 1993 y de 2002 y se compararon las tasas de cambio observadas en las AP, en las áreas circundantes de cada AP y en sus respectivas ecorregiones. Se integró un índice de efectividad y se caracterizaron los procesos de CUSV en cada AP. En 2002, el 77% de las AP analizadas tenía menos de 20% de ST; casi 30% mostró una reducción en la ST, en tanto que en otro 30%, el incremento en la ST fue mayor que la tasa promedio de las AP analizadas. Poco más del 70% de las AP mostraron tasas de CUSV menores a las de sus áreas circundantes y en 80% de las AP, las tasas fueron menores que en sus ecorregiones. En general, estos resultados coinciden con estudios previos, pero existen variaciones según el enfoque metodológico utilizado. Consecuentemente, los índices de efectividad deben complementarse con una caracterización detallada de los procesos de CUSV y la interpretación de los resultados debe matizarse en función de los métodos.",Positive
Almacenamiento en frío del esperma de la trucha endémica Oncorhynchus mykiss nelsoni: una estrategia para la conservación a corto plazo del germoplasma de especies endémicas,Scientific article,Revista Mexicana de Biodiversidad,"Con el objetivo de determinar un protocolo apropiado para el almacenamiento a corto plazo de los espermatozoides de trucha de San Pedro Mártir, Oncorhynchus mykiss nelsoni, se anestesiaron peces silvestres previamente madurados en cautiverio y el esperma, obtenido por presión abdominal, fue suspendido en una solución extender de Erdhal y Graham a tasas de dilución de 1:3, 1:6 y 1:9 y mantenido a 4° C durante 9 días con una muestra control sin diluir. Los porcentajes de movilidad e integridad de membrana fueron evaluados diariamente. Los resultados indicaron que los espermatozoides suspendidos en una dilución de 1:9 se pueden almacenar a 4° C con movilidad ≥ 80% e integridad de membrana ≥ 65% por 7 y 6 días respectivamente. Además, los resultados muestran que la movilidad disminuye más lentamente que la integridad de la membrana, lo que sugiere que ésta puede utilizarse como un indicador temprano del daño al esperma durante el almacenamiento a corto plazo en bajas temperaturas. Los resultados obtenidos son importantes para apoyar los programas de conservación de esta trucha.",Positive
Los peces como indicador de restauración de áreas de manglaren la costa norte de Yucatán,Scientific article,Revista Mexicana de Biodiversidad,"Los manglares son reconocidos por los servicios ecológicos que proveen a muchas especies de peces. Estudios previos sobre restauraciónecológica han pasado por alto estas funciones, generalmente enfocándose a la restauración de cobertura vegetal. El objetivo fue determinar las funciones de los manglares como zonas de refugio y alimentación para peces, evaluando la composición y abundancia en sitios con diferente tiempo de restauración. Se realizaron 2 muestreos en 4 sitios de manglar en restauración en Yucatán —Celestún 1, Celestún 2, Yucalpetén, Progreso—,en donde se registraron 22 especies de peces. Celestún 2 fue el sitio con mayor riqueza y diversidad (Gambusia yucatana, Poecilia velifera, Mugilcephalus y Anchoa mitchilli las más abundantes). Progreso registró la diversidad más baja y alta dominancia de G. yucatana (> 90%). El sitiocon mayor tiempo de restauración presentó organismos juveniles detritófagos y zoobentófagos. Los resultados demuestran la función del manglarcomo zona de crianza y alimentación para especies marinas que intervienen en la transferencia de energía y nutrientes con sistemas adyacentes,también demuestran gran dominancia de G. yucatana, una especie endémica y característica del ecosistema de manglar en Yucatán.Derechos Reservados © 2016 Universidad Nacional Autónoma de México, Instituto de Biología.",Positive
"La conservación de mamíferos medianos en dos reservas ecológicas privadas de Veracruz, México",Scientific article,Revista Mexicana de Biodiversidad,"La fauna es un elemento particularmente distintivo y carismático de la biodiversidad tropical que está siendo sometido a una amenaza sin precedentes por la cacería furtiva y la pérdida de su hábitat. Este fenómeno denominado defaunación impacta de manera directa la biodiversidad tropical al extirpar poblaciones de animales, reducir su variabilidad genética y en el extremo llevar a la extinción completa de especies. Las Reservas privadas como Santa Gertrudis (SG) en Vega de Alatorre y La Otra Opción (LOO) en Los Tuxtlas, Veracruz, están haciendo esfuerzos por conservar la biodiversidad de la fauna. En 2014 y 2015 se utilizaron cámaras-trampa para registrar la fauna de mamíferos con un esfuerzo de muestreo en SG de 531 días/cámara en 2014 y 1,093 en 2015, mientras que en LOO en 2014 fueron 1,090 d/c, y en 2015, 1,081. En SG las especies más comunes fueron: Dasypus novemcinctus, Didelphis marsupialis y Cuniculus paca, y en LOO, Dasypus novemcinctus, Sciurus aureogaster y Dasyprocta mexicana. Se registraron especies en riesgo de extinción como Galictis vittata (SG); mientras que en LOO: Leopardus wiedii, Herpailurus yagouaroundi y Eira barbara.",Positive
Éxito o fracaso: el papel de la restauración ecológica en la recuperación de la diversidad y la función de los escarabajos del estiércol en una selva tropical,Scientific article,Revista Mexicana de Biodiversidad,"Estudios recientes han mostrado que la restauración ecológica difícilmente recupera la diversidad y la función de importantes grupos bioindicadores como los escarabajos del estiércol. Aquí evaluamos la diversidad y la función ecológica de estos escarabajos en un potrero restaurado en un paisaje de selva tropical que comprende exclusiones del ganado establecidas 10 años atrás con plantaciones de árboles nativos y sin plantaciones, simulando la sucesión natural. Como hábitats de referencia consideramos el potrero aledaño y la selva conservada más cercana. Encontramos que la zona restaurada no recuperó la diversidad comparada con la selva y no difirió del potrero. Por el contrario, la remoción de estiércol, una función fundamental de los escarabajos, fue similar en la selva y en el área restaurada pero no fue realizada por escarabajos. Nuestro estudio apoya evidencia previa de que la restauración difícilmente ayuda a recuperar la diversidad de escarabajos coprófagos, aunque la función se puede recuperar eventualmente. Estos resultados resaltan la importancia de considerar el contexto de paisaje en programas de restauración y de incluir estrategias de conservación alternativas como el mantenimiento de parches de selva y la restauración de la conectividad entre fragmentos para mantener la diversidad y la función de los escarabajos del estiércol.",Positive
"Efecto del pastoreo sobre una comunidad de roedores nocturnos en pastizales del Valle de Perote, Veracruz",Scientific article,Revista Mexicana de Biodiversidad,"La ganadería a escala global ocupa la mayor extensión de área, favoreciendo la pérdida de hábitat, así como cambios en la abundancia y composición de la biota nativa. El objetivo del estudio fue determinar los efectos del pastoreo sobre la abundancia, estructura poblacional, masa corporal y hábitat de roedores en el Valle de Perote. El estudio se realizó en 2 sitios con diferente tiempo sin pastoreo (5 y 15 años) y uno con pastoreo cotidiano. Mensualmente se muestrearon 2 cuadros de 1 ha por sitio, utilizando 36 trampas Sherman, además se hizo un muestreo de la vegetación, para caracterizar el hábitat. Los resultados mostraron que la riqueza de roedores no fue sensible a los efectos del pastoreo, mientras que la riqueza de plantas fue mayor en sitios sin pastoreo. La altura de las plantas fue significativamente menor en presencia de ganado, mientras que la cobertura vegetal se mantuvo relativamente constante entre los sitios. La abundancia de roedores fue menor en presencia de pastoreo. El peso de los roedores no varió significativamente entre sitios. A su vez el pastoreo modificó la proporción de sexos favoreciendo a las hembras, lo que puede ser resultado de estrategias reproductivas ante las condiciones adversas del pastoreo.",Positive
"Potencial reproductivo de Stenocerus queretaroensis (Cactaceae) de San José de Cosalima, Zacatecas",Scientific article,Revista Mexicana de Biodiversidad,"Se estudió el potencial reproductivo de una población de Stenocereus queretaroensis, localizada en San José de Cosalima, municipio Tabasco, Zacatecas. Los objetivos fueron: estudiar la variación temporal en la producción de flores, frutos y semillas durante 2 años en 3 parajes; determinar la viabilidad y germinación de la semilla; analizar el efecto de un tratamiento pregerminativo en la eficiencia y velocidad de la germinación, y cuantificar el porcentaje de emergencia y supervivencia de plántulas en campo. De febrero de 2014 a julio de 2015 se siguió la fenología reproductiva del pitayo. Se encontraron diferencias en la producción de flores, frutos y semillas entre parajes y años de evaluación. Se observaron diferencias estadísticas significativas en la viabilidad y germinación de las semillas, así como en la emergencia de plántulas entre parajes y microhábitats diferenciados por tipo de cobertura de dosel. Los resultados de este estudio mostraron que el potencial reproductivo de S. queretaroensis se incrementó en el año de mayor precipitación (2015), con el uso de un tratamiento pregerminativo y bajo el dosel vegetal de la propia especie. Estos resultados pueden ser aplicados en programas de aprovechamiento y conservación del pitayo in situ.",Positive
Manejo forestal comunitario en el sur de México: ¿es una práctica sustentable para el mantenimiento de los ensambles de escarabajos?,Scientific article,Revista Mexicana de Biodiversidad,"Evaluamos los cambios en la diversidad, estructura y composición de especies de escarabajos copronecrófagos (Coleoptera: Scarabaeidae: Scarabaeinae) en un paisaje bajo manejo forestal comunitario en el sur de México. Se dispusieron trampas de caída cebadas con excretas de cerdo y calamar en descomposición en sitios con diferente tratamiento forestal. En total, se registraron 3,608 individuos y 21 especies de Scarabaeinae. Registramos un mayor número de especies en el área sin intervención y cambios significativos en la composición de especies entre sitios. Dos escarabajos generalistas (Ontherus mexicanus y Onthophagus cyanellus) representaron 51% de la abundancia total. Nuestros resultados indican que el efecto relativo del manejo forestal sobre el ensamble de escarabajos es proporcional a la intensidad de corte. El impacto negativo sobre las comunidades de escarabajos puede contravenir al modelo de aprovechamiento silvícola, pues la pérdida gradual de especies a nivel local podría generar impactos significativos en la funcionalidad del ecosistema en el largo plazo. Es necesario establecer esquemas de monitoreo para la valoración del estatus de los elementos de la biodiversidad, con el fin de garantizar un manejo comunitario sustentable en áreas forestales en el Sur de México.",Positive
"Roedores y murciélagos en espacios verdes en San Cristóbal de Las Casas, Chiapas, México",Scientific article,Therya,"A medida que la población humana continúa concentrándose en las zonas urbanas, se incrementan las demandas de espacios para viviendas, espacio industrial, comercial y de recreación, lo cual implica un deterioro constante en el ambiente y un aumento de los espacios verdes. En general, los espacios verdes en las zonas urbanas pueden servir como áreas de conservación de la flora y fauna nativa. Se estimó la riqueza y abundancia de roedores y murciélagos en espacios verdes urbanos y no urbanos, en la ciudad de San Cristóbal de Las Casas (SCLC), Chiapas, México. Se capturaron roedores y murciélagos en 10 espacios verdes distribuidos en el interior y periferia de la ciudad, los cuales se agruparon en urbanos y no urbanos. Se registraron un total de 108 individuos correspondientes a 12 especies pertenecientes a tres familias, Muridae, Phyllostomidae y Vespertilionidae. En los espacios verdes no urbanos se capturaron 55 individuos de cuatro especies de roedores nativos y 19 individuos pertenecientes a tres especies de murciélagos. En los espacios verdes urbanos, se capturaron 11 individuos de tres especies de roedores (una especie fue nativa) y 23 individuos de cuatro especies de murciélagos. Se encontró que los espacios verdes urbanos y no urbanos de SCLC son importantes para la fauna nativa de roedores y murciélagos, al albergar el 40% de su fauna reportada. El conservar áreas verdes en la periferia de un paisaje urbano es determinante para la conservación de la fauna nativa de la región, debido a que son reservorios de diversidad.",Positive
"Estructuras artificiales para la anidación y su relación con el éxito reproductivo del gavilán pescador y del tecolote llanero durante ocho temporadas reproductivas en el estero La Pinta, Puerto Peñasco, Sonora, México",Scientific article,Huitzil,"La reproducción en aves puede estar limitada por la ausencia de sitios de anidación. En el estero La Pinta, Puerto Peñasco, Sonora, no existían registros de reproducción del gavilán pescador (Pandion haliaetus) ni del tecolote llanero (Athene cunicularia). Construimos siete nidos artificiales con cuatro estructuras metálicas en forma de sahuaro para el gavilán pescador y tres cajones de concreto de 60x60x60 cm para el tecolote; esto con el fin de promover su reproducción. Durante ocho temporadas, entre 2006 y 2013, realizamos observaciones desde puntos a 100 m de las estructuras artificiales. El gavilán pescador anidó en al menos una estructura artificial en siete de las ocho temporadas. Durante el estudio registramos 17 nidos con 55 huevos, de los cuales 53 llegaron a volantones en sahuaros artificiales y postes de tendido eléctrico. Una pareja de tecolote llanero anidó en 2006 en una estructura artificial con una nidada de seis huevos, y otra lo hizo en una oquedad natural con una nidada de siete huevos; cinco y seis pollos eclosionaron, respectivamente. Durante las cinco temporadas siguientes estuvieron ausentes en el área; regresaron en 2012 y registramos una pareja con cuatro huevos, todos eclosionaron. En 2013, observamos cinco parejas de tecolotes, cuatro anidando en oquedades naturales y una en una estructura artificial; tuvieron una nidada total de 24 huevos: eclosionaron 19 pollos. El promedio de huevos por pareja fue de 4.8 para esta especie. Las alternativas de los gavilanes pescadores para anidar en el área de estudio fueron los postes de tendido eléctrico y los sahuaros artificiales; en este estudio, anidaron preferentemente en los sahuaros artificiales. Los tecolotes llaneros tuvieron como alternativas las oquedades naturales y las artificiales; cinco de las ocho parejas registradas seleccionaron las naturales.",Positive
Efecto de la ganadería extensiva sobre la regeneración arbórea de los bosques de la Sierra de Manantlán,Scientific article,Madera y Bosques,"La Estación Científica Las Joyas (ECLJ) de la Sierra de Manantlán ha tenido un fuerte historial de perturbaciones. En 1988 se instaló un cerco perimetral que delimitó la estación, quedando esta área exenta de perturbaciones antrópicas. El cercado dividió diferentes rodales de bosque mesófilo de montaña, de pino y de pinoencino, quedando estos rodales con áreas de bosque con-ganado y otras sin-ganado. El estudio se realizó en estos bosques, usando dos réplicas y colocando aleatoriamente 180 cuadros de 2x2 m, 90 cuadros fuera de la ECLJ y el resto adentro. En estos cuadros se registró la regeneración arbórea (especie, densidad y altura). Se registraron 38 especies pertenecientes a 33 familias y 35 géneros. El número de árboles jóvenes fue significativamente diferente entre los sitios sin-ganado vs con-ganado (en todos los casos >7.5 y p <0.001) y la composición florística también fue diferente. Inga hintonii y Alnus jorullensis, son especies que no se encontraron en lugares conganado, esto sugiere que son especies potenciales a extinguirse en presencia de ganado. Las especies, Xylosma flexuosum y Pinus douglasiana, presentaron valores significativos de importancia en los sitios con ganado en el bosque mesófilo de montaña y pino-encino, respectivamente. En el bosque de pino, tanto en sitios con y sin ganado, las especies con mayor valor de importancia fueron; Pinus douglasiana y Prunus serotina. Se concluye que el ganado bovino está ejerciendo un cambio en la composición florística y en la disminución del número de árboles jóvenes por hectárea en los tres tipos de vegetación estudiados.",Positive
"Efecto de sustrato y densidad en la calidad
de plántulas de cedro, caoba y roble",Scientific article,Madera y Bosques,"La reforestación en México es importante para recuperar la producción de las áreas deforestadas y degradadas y para mantener la de los bosques comerciales. Sólo 40% de la reforestación tienen un nivel aceptable de supervivencia. Las características de las plántulas que se utilizan, incluyendo la relación tallo/raíz de la plántula, deben tomarse en cuenta para lograr los resultados deseados (alta supervivencia y buen crecimiento en campo). Se describen las características de plántulas de Swietenia macrophylla King, Cedrela odorata L. y Tabebuia rosea (Bertol.) bajo dos densidades
(100 y 50 plantas/m2) y dos sustratos [suelo y suelo + composta (S+C)] en vivero. El tratamiento S+C tuvo un efecto significativo en el crecimiento del diámetro, altura, peso de la raíz y la relación tallo/raíz de cada una de las especies. En suelo 76% de las plántulas tienen la relación tallo/raíz =< 3 y en S+C 21% presentaron una relación tallo/raíz < 3. Para coníferas se recomienda tallo/raíz 2:1 para sitios secos y 4:1 para húmedos. Para las latifoliadas no se sabe cual es la relación tallo: raíz óptima. Dos meses después de llevarlas a campo, murieron más plántulas de Swietenia en S+C pero menos plántulas de Cedrela y Tabebuia. De las tres especies murieron las más pequeñas. ",Positive
"Efecto de la restauración ecológica
post-incendio en la diversidad arbórea
del Parque Ecológico Chipinque, México",Scientific article,Madera y Bosques,"Los bosques templados del Parque Ecológico Chipinque (PECh) son de gran importancia
debido a los servicios ambientales que proveen al Área Metropolitana de Monterrey. En el año de 1998 se suscitó un incendio forestal que afectó una tercera parte del PECh. En el área post-incendio se realizó un programa de restauración ecológica. En el año 2008 (10 años después) se realizó un análisis comparativo de la diversidad del elemento arbóreo del área restaurada y otra regenerada naturalmente. El objetivo fue determinar si existen diferencias estadísticas en la diversidad arbórea (número, densidad de especies y estructura vertical y horizontal) entre las dos áreas. Mediante una curva especies-superficie se determinó el establecimiento de cuatro unidades de muestreo de 100 m2
en cada área. Se registraron ocho familias, 10 géneros y 14 especies. El género con mayor presencia en ambas áreas fue Quercus. El área restaurada presentó como segunda especie más importante a Pinus pseudostrobus. De acuerdo al análisis vertical del estrato arbóreo se determinó que ambas
áreas son multicohortales. Referente a la diversidad ß las áreas evaluadas presentaron una similitud media-alta. El área restaurada y regenerada no presentaron diferencias estadísticas significativas en
la diversidad-abundancia (t= 0,55, g.l.=1269,63, p<0,05), abundancia (t=0,16) y dominancia (t=0,26).
Con esta investigación se generó información cuantitativa que indica que las prácticas silvícolas
empleadas para la restauración ecológica incrementaron la densidad de P. pseudostrobus, sin alterar la diversidad, abundancia y dominancia del elemento arbóreo.",Positive
"Germinación y supervivencia de dos especies de acahual de selva  Baja para restaurar dunas costeras

",Scientific article,Revista mexicana de ciencias forestales,"Las  selvas  bajas  caducifolias  proveen  recursos  importantes  a  las  comunidades,  por  lo  que  conocer  la  percepción  de  este  recurso  permite identificar cuáles son las especies más convenientes para iniciar la restauración de su cobertura arbórea y diversidad. A través de entrevistas se determinaron 98 especies útiles en la región costera de Actopan, Veracruz. Los usos más frecuentes fueron leña, construcción, postes, cerca viva, carbón, comestible y medicinal. Se eligieron a Gliricidia sepium y a Leucaena leucocephala para realizar experimentos de germinación y el establecimiento en una plantación en dunas costeras, ubicando plántulas debajo del dosel de los árboles (sombra) y en áreas cubiertas por vegetación herbácea (exposición al sol). La germinación de semillas recién colectadas de L. leucocephala fue de 50% en condiciones de sombra y de sol; sin embargo, conforme pasa el tiempo pierden viabilidad. Las semillas de G. sepium presentaron 75% de germinación en varios de los tratamientos aplicados, además no perdieron  viabilidad  después  de  ocho  meses  de  almacenamiento.  Para  las  plántulas  la  condición  más  benéfica  para  su  establecimiento fue la de sombra con una supervivencia de 86% para L. leucocephala y de 38% para G. sepium. El uso de hidrogel contribuyó a obtener dicha respuesta durante la temporada de secas, al reducir la necesidad de riego.",Positive
Propagación y micorrización de plantas nativas con potencial para restauración de suelos,Scientific article,Revista mexicana de ciencias forestales,"Se  presentan  los  resultados  obtenidos  al  propagar  e  inocular  con  hongos  micorrizógenos  arbusculares  a  Amelanchier  denticulata(tlaxistle) y Eysenhardtia polystachya (palo dulce), plantas nativas de América, que forman micorriza arbuscular y crecen en México sobre suelos someros y con escasez de nutrimentos. La propagación se hizo a partir de semillas, en vermiculita y turba mezcla (2:1). La mitad de las plantas de cada especie se inoculó con una mezcla de tres cepas de hongos micorrizógenos arbusculares aisladas de suelos de Tlaxcala: Glomus claroideum, Acaulospora laevis y A. morrowiae. El tlaxistle y el palo dulce alcanzaron valores por arriba del 40% de germinación y del 80% de supervivencia al trasplante. Aunque, los porcentajes de colonización micorrízica fueron bajos en los dos casos, menores al 10% para palo dulce y al 20% para tlaxistle, los individuos micorrizados mostraron las mejores respuestas en diámetro, altura, biomasa aérea (p<0.001) y contenido de fósforo. También se analizan algunas variables indicadoras de calidad de planta en relación a la micorrización. Se concluye que la propagación a partir de semillas es una buena estrategia para la obtención de plantas de los dos taxa estudiados y que la micorrización favorece significativamente su desarrollo inicial, ya que mejora sus rasgos de crecimiento, lo que es crítico para las plantas que serán destinadas al campo en programas de restauración.",Positive
"Regeneración  inducida  de  Pinus  pseudostrobus  Lindl.,  bajo  diferentes densidades del dosel y preparación de sitio",Scientific article,Revista mexicana de ciencias forestales,"La falta de regeneración en la zona boscosa bajo manejo forestal de la comunidad Nuevo San Juan Parangaricutiro, Michoacán permitió  el  desarrollo  del  presente  estudio,  cuyo  objetivo  fue  caracterizar  la  regeneración  inducida  de  Pinus  pseudostrobus,  en  respuesta  a  diferentes  tratamientos  de  preparación  de  sitio  y  densidad  de  arbolado.  La  metodología  consistió  en  la  selección  de  seis  rodales  con  diferentes  densidades  de  arbolado,  en  donde  se  establecieron  72  sitios.  Se  aplicaron  cuatro  tratamientos  de  preparación  de  sitio  (quema,  limpia,  barbecho  y  testigo);  la  siembra  de  420  semillas  por  sitio;  y  se  hizo  un  análisis  de  varianza  factorial. La emergencia a los 2 meses fue de 27.19 % (20 301 plántulas por hectárea), con diferencias para el testigo de 29.77 %; para la densidad 88 árboles, con 35.15 %; y para la interacción 88 árboles-testigo, con 41.5 % de emergencia. Hubo diferencias entre tratamientos en el quinto y octavo mes, dentro del barbecho y la limpia se registró una supervivencia superior a 60 %. Las interacciones 88 y 140 árboles con barbecho y limpia mostraron, en ese periodo, 70 y 90 % de supervivencia. En el lapso de 5 a 11 meses, se observó una drástica mortalidad mayor a 70 %. Con relación a la altura de las plántulas en todos los tratamientos, se obtuvieron diferencias en el quinto y el octavo mes, las del testigo y la limpia tuvieron alturas superiores, mientras que para la densidad de cero árboles correspondieron los valores más altos durante todo el periodo.",Positive
Supervivencia  de  Pinus  leiophylla  Schiede  ex  Schltdl.  et  Cham.  en campo mediante la aplicación de espuma fenólica hidratada,Scientific article,Revista mexicana de ciencias forestales,"En México se han puesto en marcha diversos programas de reforestación para recuperar superficie deforestada. Sin embargo, los resultados de las evaluaciones indican que la supervivencia es inferior a 60 %, lo que se atribuye a las sequías prolongadas como una de las principales causas de la mortalidad. Por ello, se propone la espuma fenólica de célula abierta como alternativa para esta situación,  la  cual  es  una  resina  capaz  de  almacenar  40  veces  su  propio  peso  en  agua.  Para  probar  su  efectividad,  se  estableció  una plantación de acuerdo a la metodología propuesta por la Comisión Nacional Forestal en la comunidad de San Sebastián, en el municipio Huasca de Ocampo, estado de Hidalgo, en la que se utilizó planta de Pinus leiophylla de un año de edad producida en sistema tecnificado. Se aplicaron cinco tratamientos de bloques de espuma fenólica de célula abierta de diferentes volúmenes hidratados en un diseño experimental de bloques completos al azar; se determinaron la supervivencia, el crecimiento en altura y el incremento en diámetro. Se observó un aumento significativo en la supervivencia de hasta 26 % en las plantas al utilizar bloques de espuma de 462 y 616 cc con respecto a las testigo, así como un crecimiento significativamente mayor de 6.6 cm en la altura al usar espuma fenólica del primer tipo, lo que no ocurrió con el diámetro.",Positive
Incubación Artificial de huevo del Pavón Cornudo  Oreophasis derbianus (Aves: Cracidae) ,Scientific article,Acta Zoológica Mexicana,"La incubación artificial es una técnica favorable en los programas de reproducción de especies
amenazadas o en peligro de extinción. Sin embargo, la implementación de un método para monitorear el
proceso de incubación es de suma importancia. Los parámetros físicos importantes que influyen en el éxito
de la eclosión del huevo y que requieren ser contralados son la temperatura y la humedad relativa de
acuerdo a las condiciones de la región. Como una alternativa a la incubación natural del pavón (Oreophasis
derbianus) utilizamos la técnica de incubación artificial por medio de incubadoras. Dos métodos fueron
utilizados para monitorear el proceso de incubación de los huevos: pérdida de peso y densidad,
considerando una pérdida final del 15 % del peso fresco de los huevos. La nidada fue de dos huevos,
puestos a intervalos de dos días. En un período de 4 años (1997-2000) cinco hembras pusieron un total de
30 huevos, cuatro en 1997, seis en 1998, seis en 1999 y 14 en el año 2000; los huevos fueron puestos en
los meses de marzo, abril, mayo y junio. Tres huevos fueron puestos desde la percha y se rompieron, los
cuales no son considerados en los análisis. En promedio los huevos pesaron 161.04 ± 9.87 g (n = 24) y
midieron 85.57 ± 3.16 mm x 57.52 ± 1.31 mm (n = 15). La densidad y volumen promedios de los huevos
fueron 1.08 ± 0.036 g-cm3
 y 142.40 ± 10.46 g-cm3
 (n = 15), respectivamente. De 24 huevos, 15 huevos
fueron fértiles (62.5 %), de los cuales lograron nacer siete polluelos, equivalente a un 46.6% de eclosión.
El proceso de eclosión en dos huevos duró de 14 a 19 horas, respectivamente. Los huevos fueron
incubados con parámetros de temperatura de 37.5°C y de 53-56 % de humedad relativa (28.8-30.1°C), con
un periodo de incubación de 33 a 35 días. En ocho casos, los embriones alcanzaron desarrollo completo,
pero probablemente debido a problemas en el control de la humedad la eclosión no fue exitosa. Para
nuestro conocimiento, estos son los primeros datos publicados sobre los parámetros de incubación aritificial
de huevos de pavón.",Positive
